type,name,brand,model,year,engine (l),run (km),price
Car,BYD F6,BYD,F6,2008,2.4,216000,3700
Car,LADA (VAZ) Priora,LADA (VAZ),Priora,2018,1.6,133000,17500
Car,Tofas Sahin,Tofas,Sahin,2004,1.6,20000,4000
Car,BMW 328,BMW,328,2014,2,108503,34000
Car,Ford Fusion (North America),Ford,Fusion (North America),2015,1.5,305000,17800
Car,Hyundai Elantra,Hyundai,Elantra,2008,1.6,194000,15200
Car,Hyundai Sonata,Hyundai,Sonata,2007,2.4,219000,13900
Car,Mercedes C 180,Mercedes,C 180,1995,1.8,328210,8200
Car,Toyota Corolla,Toyota,Corolla,2006,1.4,190000,12700
Car,Daewoo Gentra,Daewoo,Gentra,2013,1.5,115000,11300
Car,Khazar LD,Khazar,LD,2021,1.7,128000,6800
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2006,1.7,255866,6000
Car,Opel Astra,Opel,Astra,2008,1.3,314000,10500
Car,Toyota Corolla,Toyota,Corolla,2005,1.8,299990,7900
Car,Land Rover Range Rover,Land Rover,Range Rover,2006,4.2,214000,31450
Car,Mercedes 208 D,Mercedes,208 D,1992,2.3,111100,12800
Car,Mercedes C 220,Mercedes,C 220,1996,2.2,352896,7450
Car,Mercedes Vito 113,Mercedes,Vito 113,2012,2.2,365000,24000
Car,Hyundai Elantra,Hyundai,Elantra,2011,1.8,352000,16900
Car,Hyundai Sonata,Hyundai,Sonata,2011,2.4,222000,21500
Car,Opel Astra,Opel,Astra,2005,1.4,234765,8900
Car,Opel Astra,Opel,Astra,1996,1.6,300000,6000
Car,Opel Zafira,Opel,Zafira,2008,1.7,180000,12500
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1994,1.6,73000,4500
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1991,1.5,95000,2250
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2013,1.7,190000,10500
Car,Volkswagen Passat,Volkswagen,Passat,2009,1.8,400000,11000
Car,Chevrolet Corvette,Chevrolet,Corvette,2008,7,25000,115600
Car,Hyundai Azera,Hyundai,Azera,2011,2.4,182000,23400
Car,Hyundai Azera,Hyundai,Azera,2011,2.4,215489,15000
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1978,1.6,28009,3000
Car,Ford Fusion (North America),Ford,Fusion (North America),2017,1.5,153000,19900
Car,Kia K7,Kia,K7,2016,2.2,185000,42900
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1986,1.6,120000,3200
Car,Porsche Cayenne,Porsche,Cayenne,2008,3.6,279000,22100
Car,Volkswagen Touareg,Volkswagen,Touareg,2007,3.6,210000,18700
Car,Ford Focus,Ford,Focus,2002,2,195000,6800
Car,Honda Civic,Honda,Civic,2006,1.3,230000,9700
Car,LADA (VAZ) 2112,LADA (VAZ),2112,2007,1.6,236000,7900
Car,Porsche Cayenne GTS,Porsche,Cayenne GTS,2014,4.8,185000,52530
Car,BMW 535,BMW,535,2002,3.5,525000,11000
Truck,Foton Forland,Foton,Forland,2004,2.5,150000,9900
Car,LADA (VAZ) 2103,LADA (VAZ),2103,1975,1.3,90000,2700
Car,Land Rover RR Sport,Land Rover,RR Sport,2010,3,300000,39100
Truck,MAN TGA 18.440,MAN,TGA 18.440,2013,12,950000,56000
Car,Mitsubishi Eclipse,Mitsubishi,Eclipse,1996,2,298000,14000
Car,Nissan Note,Nissan,Note,2012,1.5,135000,17500
Car,BMW 528,BMW,528,2015,2,76469,35900
Car,Kia Rio,Kia,Rio,2013,1.4,165000,13500
Car,LADA (VAZ) 2114,LADA (VAZ),2114,2011,1.6,164350,5700
Car,LADA (VAZ) Priora,LADA (VAZ),Priora,2015,1.6,252560,9500
Car,Mercedes Vito 115,Mercedes,Vito 115,2009,2.2,394000,31500
Car,Hyundai Elantra,Hyundai,Elantra,2011,1.8,249448,18300
Car,Nissan X-Trail,Nissan,X-Trail,2004,2,210000,12800
Car,Toyota Prius,Toyota,Prius,2016,1.8,160000,25000
Car,Hyundai Sonata,Hyundai,Sonata,2022,2,5000,45050
Car,Opel Astra,Opel,Astra,1998,1.6,276600,8800
Car,Mercedes Atego 818,Mercedes,Atego 818,2007,4.3,534000,34000
Car,Chevrolet Malibu,Chevrolet,Malibu,2016,1.5,176000,18500
Car,Volkswagen Jetta,Volkswagen,Jetta,2008,1.6,250000,10500
Car,Chevrolet Camaro,Chevrolet,Camaro,2014,3.6,94000,36000
Car,LADA (VAZ) Priora,LADA (VAZ),Priora,2014,2,155000,13500
Car,Mercedes C 200 d,Mercedes,C 200 d,2005,2.2,375000,14500
Car,Toyota Land Cruiser,Toyota,Land Cruiser,2024,3.5,0,207230
Car,Nissan Tiida,Nissan,Tiida,2011,1.5,87000,15300
Car,Kia Sorento,Kia,Sorento,2016,2,161800,37600
Car,Mercedes E 300,Mercedes,E 300,2012,3,202000,32800
Car,Toyota Aqua,Toyota,Aqua,2017,1.5,56000,21300
Car,Land Rover Range Rover,Land Rover,Range Rover,2023,3,0,356660
Car,Lexus ES 350,Lexus,ES 350,2008,3.5,240000,16900
Car,Mercedes E 350 e,Mercedes,E 350 e,2024,2,0,172720
Car,Opel Vectra,Opel,Vectra,1996,2,370000,5600
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1996,1.5,21000,2700
Car,Toyota Highlander,Toyota,Highlander,2022,2.5,5201,79730
Car,Land Rover Range Rover,Land Rover,Range Rover,2018,3,79476,154530
Car,Audi A6,Audi,A6,2018,2,34000,54400
Car,Kia Rio,Kia,Rio,2006,1.5,400000,7200
Car,Mercedes C 230,Mercedes,C 230,1998,2.3,250000,9000
Car,Kia Optima,Kia,Optima,2015,2.4,189000,17800
Car,Kia Rio,Kia,Rio,2008,1.5,274000,9000
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1988,1.5,88000,2600
Car,Nissan Juke,Nissan,Juke,2014,1.6,85900,22500
Car,Volkswagen Passat,Volkswagen,Passat,2007,2,347000,10000
Car,Volkswagen Polo,Volkswagen,Polo,2007,1.4,200410,4500
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2012,2,217000,31000
Car,Kia K7,Kia,K7,2016,2.2,170000,35530
Car,Kia Rio,Kia,Rio,2013,1.1,189000,10300
Car,LADA (VAZ) 2115,LADA (VAZ),2115,2011,1.6,219428,9700
Car,Nissan Tiida,Nissan,Tiida,2012,1.5,66000,14900
Car,BMW 728,BMW,728,1997,2.8,490000,6500
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2012,2,81500,24000
Car,Renault Megane,Renault,Megane,2005,1.5,256000,9200
Car,LADA (VAZ) Priora,LADA (VAZ),Priora,2008,1.6,250000,7500
Car,Mercedes E 220,Mercedes,E 220,1994,2.2,486523,7000
Car,Opel Astra,Opel,Astra,1999,1.6,340500,8000
Car,Chevrolet Cruze,Chevrolet,Cruze,2014,1.4,251000,14500
Car,Citroen C5,Citroen,C5,2012,1.6,295000,11000
Car,Hyundai Matrix,Hyundai,Matrix,2007,1.5,332000,8800
Car,Opel Vectra,Opel,Vectra,1998,2,340000,4400
Car,GAZ 31029,GAZ,31029,1994,2.4,200000,5500
Car,LADA (VAZ) 2104,LADA (VAZ),2104,1995,1.6,200000,3700
Car,Land Rover Discovery Sport,Land Rover,Discovery Sport,2015,2,143000,32000
Car,Mercedes C 220 d,Mercedes,C 220 d,1997,2.2,403594,10800
Car,Mitsubishi Outlander Sport,Mitsubishi,Outlander Sport,2020,2,78000,37000
Car,Honda Civic,Honda,Civic,2019,1.6,37600,33500
Car,Kia Rio,Kia,Rio,2008,1.5,216000,10800
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1988,1.5,99000,3500
Car,Toyota Camry,Toyota,Camry,2020,2.5,44200,42500
Car,BMW 528,BMW,528,1999,2.8,98000,9600
Car,LADA (VAZ) Kalina,LADA (VAZ),Kalina,2015,1.6,290000,10700
Car,Mercedes C 180,Mercedes,C 180,1998,1.8,250000,11900
Car,Toyota Corolla,Toyota,Corolla,2019,1.6,64000,33800
Car,Kia Sportage,Kia,Sportage,2009,2,182000,18600
Car,Mercedes C 180,Mercedes,C 180,1997,1.8,450000,8500
Car,Nissan X-Trail,Nissan,X-Trail,2001,2,26000,9700
Car,Toyota Prius,Toyota,Prius,2016,1.8,74000,31450
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1998,1.5,90000,5500
Car,Hyundai Genesis,Hyundai,Genesis,2014,3,280000,34000
Car,LADA (VAZ) XRAY Cross,LADA (VAZ),XRAY Cross,2021,1.6,33000,24700
Car,Mercedes C 300,Mercedes,C 300,2015,2,162000,39800
Car,Toyota Land Cruiser,Toyota,Land Cruiser,2017,4,98000,98600
Car,Honda Insight,Honda,Insight,2022,1.5,27000,35500
Car,BMW 530,BMW,530,2017,2,128000,52700
Car,Opel Vectra,Opel,Vectra,2001,1.8,224000,7600
Car,Kia Rio,Kia,Rio,2012,1.4,220000,14500
Car,Infiniti FX35,Infiniti,FX35,2012,3.5,233000,34000
Car,Kia Sorento,Kia,Sorento,2013,2.4,197000,27800
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2010,1.6,99000,7800
Car,UAZ 469,UAZ,469,1980,2.4,30000,5800
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2015,1.7,88000,10800
Car,Kia Sportage,Kia,Sportage,2013,2,198000,24400
Car,Mitsubishi Pajero,Mitsubishi,Pajero,1994,2.8,245138,10600
Car,BYD e2,BYD,e2,2024,0,0,28050
Car,Jeep Cherokee,Jeep,Cherokee,2014,2.4,132772,30800
Car,Khazar SD,Khazar,SD,2019,1.7,183000,11500
Car,Toyota Camry,Toyota,Camry,2022,2.5,45000,53500
Car,Khazar SD,Khazar,SD,2021,1.7,106000,7200
Car,Toyota Corolla,Toyota,Corolla,2024,1.2,0,33660
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2007,2.7,198087,29000
Car,LADA (VAZ) 2115,LADA (VAZ),2115,2012,1.6,186000,8800
Car,Mercedes C 230,Mercedes,C 230,1999,2.3,270000,12200
Car,Chevrolet Monza,Chevrolet,Monza,2023,1.3,7500,26700
Car,BMW 525,BMW,525,2001,2.5,450616,10000
Car,Mercedes C 180,Mercedes,C 180,1997,1.8,465321,8600
Car,Mercedes E 200 d,Mercedes,E 200 d,1994,2,360000,7900
Car,Nissan Note,Nissan,Note,2017,1.2,97000,17400
Car,Chevrolet Cruze,Chevrolet,Cruze,2014,1.4,246000,14900
Car,Chevrolet Trax,Chevrolet,Trax,2018,1.8,31000,24900
Car,Opel Astra,Opel,Astra,2006,1.3,337666,9800
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2014,2.7,106000,56950
Car,Chevrolet Cruze,Chevrolet,Cruze,2012,1.8,187000,11800
Car,Ford Fusion (North America),Ford,Fusion (North America),2013,1.5,120000,18500
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2016,2,133000,33300
Car,Khazar LD,Khazar,LD,2023,1.7,32347,23139
Car,Kia Rio,Kia,Rio,2006,1.5,357195,11600
Car,Mercedes E 270,Mercedes,E 270,2000,2.7,423000,17000
Car,Infiniti FX37,Infiniti,FX37,2013,3.7,164000,34000
Car,LADA (VAZ) 2115,LADA (VAZ),2115,2008,1.5,198900,7900
Car,Land Rover Range Rover,Land Rover,Range Rover,2020,3,57000,139400
Car,Mercedes C 180,Mercedes,C 180,1998,1.8,422000,10300
Car,Kia Optima,Kia,Optima,2017,2,9800,34500
Car,Kia Sportage,Kia,Sportage,2015,2,182500,27900
Car,Kia Optima,Kia,Optima,2010,2,216000,22000
Car,Mini Countryman,Mini,Countryman,2014,1.6,159000,18900
Car,Volkswagen Jetta,Volkswagen,Jetta,2001,1.8,136000,4700
Car,Ford Transit,Ford,Transit,2011,2.4,187160,27000
Car,LADA (VAZ) Priora,LADA (VAZ),Priora,2018,1.6,205000,14400
Car,Mercedes E 200 d,Mercedes,E 200 d,1987,2,250000,2500
Car,Dacia Logan,Dacia,Logan,2007,1.5,223000,12000
Car,Hyundai ix35,Hyundai,ix35,2010,2,232220,22500
Car,Mercedes C 180,Mercedes,C 180,1999,1.8,500000,9300
Car,Mercedes Sprinter 515,Mercedes,Sprinter 515,2014,2.2,268000,40900
Car,Hyundai Accent,Hyundai,Accent,2014,1.6,125529,17800
Car,Kia Ceed,Kia,Ceed,2010,1.4,256000,14000
Car,LADA (VAZ) 2106,LADA (VAZ),2106,2000,1.5,99000,7400
Car,LADA (VAZ) 2112,LADA (VAZ),2112,2005,1.6,548600,5000
Car,BMW 320,BMW,320,2017,2,71000,39950
Car,Ford Escape,Ford,Escape,2018,1.5,165000,22600
Car,Mercedes Sprinter 308,Mercedes,Sprinter 308,2002,2.2,123400,24500
Car,Mercedes Vito 115,Mercedes,Vito 115,2008,2.2,340976,29600
Car,Mercedes E 220 d,Mercedes,E 220 d,2008,2.2,223000,21500
Car,Hyundai Elantra,Hyundai,Elantra,2019,2,82000,24500
Car,Land Rover Range Rover,Land Rover,Range Rover,2015,3,138000,90950
Truck,DAF 95 XF,DAF,95 XF,2003,13,1425000,22500
Car,Kia Morning,Kia,Morning,2014,1,78900,14600
Car,Chevrolet Cruze,Chevrolet,Cruze,2014,1.4,181000,14000
Car,Mercedes E 320,Mercedes,E 320,2002,3.2,246000,16500
Car,Opel Vectra,Opel,Vectra,1995,1.6,178900,5200
Car,LADA (VAZ) Granta,LADA (VAZ),Granta,2021,1.6,25000,18500
Car,Mercedes E 300,Mercedes,E 300,2016,2,137000,48450
Car,BMW 528,BMW,528,2012,2,142000,26777
Car,BMW 640,BMW,640,2017,3,75000,68000
Car,Mercedes E 230,Mercedes,E 230,1996,2.3,510765,11200
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2008,2.7,181000,32700
Car,Chery Tiggo (T11),Chery,Tiggo (T11),2008,2,285000,3900
Car,Kia Optima,Kia,Optima,2006,2,350000,12850
Car,Mercedes Atego 1217,Mercedes,Atego 1217,1998,4.3,559607,22500
Car,Mercedes ML 320 4MATIC,Mercedes,ML 320 4MATIC,2001,3.2,285000,8200
Car,Opel Zafira,Opel,Zafira,1999,1.8,350000,8200
Car,Mercedes E 220,Mercedes,E 220,2007,2.2,288420,19300
Car,LADA (VAZ) Priora,LADA (VAZ),Priora,2013,1.6,202000,10200
Car,Mercedes Viano,Mercedes,Viano,2011,2.2,400000,37000
Car,Toyota Prius,Toyota,Prius,2007,1.5,241867,12000
Car,LADA (VAZ) 21011,LADA (VAZ),21011,1982,1.2,199000,1800
Car,Mercedes C 180,Mercedes,C 180,1996,1.8,660000,7500
Car,Nissan Note,Nissan,Note,2017,1.2,61000,18800
Car,Nissan Note,Nissan,Note,2016,1.2,49000,18500
Car,Nissan Note,Nissan,Note,2016,1.2,52000,17500
Car,Nissan Note,Nissan,Note,2017,1.2,61000,17100
Car,Nissan Note,Nissan,Note,2018,1.2,47000,16900
Car,Nissan Note,Nissan,Note,2017,1.2,43000,16500
Car,Nissan Note,Nissan,Note,2016,1.2,68000,15900
Car,Nissan Note,Nissan,Note,2016,1.2,54000,15900
Car,Nissan Note,Nissan,Note,2016,1.2,63000,15800
Car,Nissan Note,Nissan,Note,2016,1.2,53800,15600
Car,Nissan Note,Nissan,Note,2015,1.2,48000,15500
Car,Nissan Note,Nissan,Note,2016,1.2,71000,15200
Car,Opel Omega,Opel,Omega,1998,2,420000,4000
Car,GAZ 3110,GAZ,3110,2002,2,555555,3500
Car,Mercedes C 220 d,Mercedes,C 220 d,2000,2.2,550000,11900
Car,Mercedes C 240,Mercedes,C 240,2003,2.6,385320,11800
Car,Mercedes E 240,Mercedes,E 240,1998,2.4,298000,11600
Car,Nissan Note,Nissan,Note,2018,1.2,32000,18500
Car,Nissan Note,Nissan,Note,2018,1.2,18955,18500
Car,Nissan Note,Nissan,Note,2017,1.2,62000,18500
Car,Nissan Note,Nissan,Note,2016,1.2,53000,18300
Car,Nissan Note,Nissan,Note,2016,1.2,62000,15300
Car,Nissan Note,Nissan,Note,2016,1.2,59000,15300
Car,Opel Zafira,Opel,Zafira,2000,1.8,610000,10300
Car,Volkswagen Polo,Volkswagen,Polo,2021,1.6,41300,31800
Car,BMW M6,BMW,M6,2007,5,86000,35530
Car,Mercedes C 230,Mercedes,C 230,1998,2.3,266000,10000
Car,Nissan Note,Nissan,Note,2016,1.2,61000,15400
Car,Toyota Corolla,Toyota,Corolla,2006,1.4,329760,14200
Car,Porsche Panamera GTS,Porsche,Panamera GTS,2013,4.8,144500,50660
Car,BMW X5,BMW,X5,2007,4.8,23300,40000
Car,Kia Ceed,Kia,Ceed,2011,1.6,240000,15800
Car,LADA (VAZ) 2104,LADA (VAZ),2104,2001,1.6,424000,3800
Car,Mercedes E 220 d,Mercedes,E 220 d,2011,2.2,260000,22000
Car,Opel Vectra,Opel,Vectra,1996,1.8,480000,6000
Car,Hyundai Sonata,Hyundai,Sonata,2004,2,282514,8400
Car,LADA (VAZ) 2109,LADA (VAZ),2109,1988,1.5,389577,3200
Car,Kia Cerato,Kia,Cerato,2013,1.6,105000,20500
Car,Kia Optima,Kia,Optima,2015,2,84000,24700
Car,Kia Rio,Kia,Rio,2008,1.4,132000,11900
Car,LADA (VAZ) 2109,LADA (VAZ),2109,1995,1.5,99999,3300
Car,Renault Megane,Renault,Megane,2007,1.6,320000,7800
Car,Renault Logan,Renault,Logan,2012,1.6,184000,10500
Car,Hyundai Sonata,Hyundai,Sonata,2015,2,188000,23900
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1995,1.6,73035,4300
Car,Toyota Corolla,Toyota,Corolla,2007,1.4,293000,15900
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2010,1.6,64000,8200
Car,LADA (VAZ) Priora,LADA (VAZ),Priora,2016,1.6,193000,12800
Car,Mercedes E 240,Mercedes,E 240,1998,2.4,266545,8400
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2007,1.6,91000,6800
Car,Nissan Juke,Nissan,Juke,2015,1.5,74500,21500
Car,Audi A4,Audi,A4,2002,1.8,270000,7500
Car,Honda CR-V,Honda,CR-V,2008,2.4,290000,20500
Car,LADA (VAZ) 2115,LADA (VAZ),2115,2012,1.6,135000,8300
Car,Mercedes A 160,Mercedes,A 160,2001,1.6,231841,6700
Car,Mitsubishi Pajero io,Mitsubishi,Pajero io,2002,2,270000,10500
Car,Opel Vita,Opel,Vita,1998,1.4,327520,5900
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2008,1.6,90000,5500
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2003,1.6,99000,4500
Car,Toyota Corolla,Toyota,Corolla,2013,1.6,185000,25800
Car,Hyundai Elantra,Hyundai,Elantra,2013,1.8,202600,21444
Car,Hyundai Elantra,Hyundai,Elantra,2013,1.6,186000,19300
Car,Kia Ceed,Kia,Ceed,2009,1.6,131000,18700
Car,Volkswagen Jetta,Volkswagen,Jetta,2004,2,135000,7800
Car,BMW 535,BMW,535,2008,3,214000,24000
Car,Mercedes ML 350 4MATIC,Mercedes,ML 350 4MATIC,2009,3.5,121000,25900
Car,Ford Transit,Ford,Transit,1999,2.5,359000,12300
Car,Hyundai Accent,Hyundai,Accent,2016,1.6,225308,19000
Car,Renault Megane,Renault,Megane,2006,2,229000,7500
Car,BMW 535,BMW,535,2008,3,240000,18500
Car,Hyundai Terracan,Hyundai,Terracan,2006,2.9,561600,13500
Car,LADA (VAZ) Granta,LADA (VAZ),Granta,2021,1.6,44112,9800
Car,LADA (VAZ) 2115,LADA (VAZ),2115,2012,1.6,166000,9800
Car,Mercedes E 280,Mercedes,E 280,1997,2.8,260000,8900
Car,Kia Sorento,Kia,Sorento,2015,2,158737,41800
Car,Mercedes E 220 d,Mercedes,E 220 d,2021,2.2,24000,101830
Car,Nissan X-Trail,Nissan,X-Trail,2004,2,241200,12500
Car,Tofas Sahin,Tofas,Sahin,2006,1.6,167435,7100
Car,Toyota Corolla,Toyota,Corolla,2020,1.6,146000,30800
Car,LADA (VAZ) 2110,LADA (VAZ),2110,2006,1.6,390000,8500
Car,Subaru Outback,Subaru,Outback,2007,3,258000,16000
Car,LADA (VAZ) 2106,LADA (VAZ),2106,2005,1.6,23000,5500
Car,BMW 525,BMW,525,2006,2.5,432500,18500
Car,Jeep Grand Cherokee,Jeep,Grand Cherokee,2011,3.6,280000,28000
Car,Mercedes E 350,Mercedes,E 350,2006,3.5,250000,17800
Car,Cadillac Escalade,Cadillac,Escalade,2012,6.2,120000,50150
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2009,1.6,55578,6800
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2009,1.6,88000,6900
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2013,2.7,99697,52530
Car,Daewoo Gentra,Daewoo,Gentra,2014,1.5,290000,7900
Car,DongFeng EQ 220,DongFeng,EQ 220,2022,0,66000,18600
Car,Kia Rio,Kia,Rio,2013,1.2,129000,15700
Car,Mercedes A 160,Mercedes,A 160,2002,1.6,214000,8000
Car,Porsche Cayenne,Porsche,Cayenne,2011,3.6,144000,45050
Car,GAC Trumpchi GS5,GAC,Trumpchi GS5,2014,2,149876,15900
Car,Kia Optima,Kia,Optima,2015,2,142910,26700
Car,Mercedes A 140,Mercedes,A 140,2001,1.4,240000,6500
Car,Nissan Juke,Nissan,Juke,2015,1.6,98000,22900
Car,Nissan Pathfinder,Nissan,Pathfinder,1998,3.3,260000,8500
Car,Opel Vectra,Opel,Vectra,1997,2,378000,5500
Car,Ford Fusion (North America),Ford,Fusion (North America),2016,2,173000,23500
Car,Hyundai Elantra,Hyundai,Elantra,2024,1.5,0,35900
Bike,Harley-Davidson FLHX Street Glide,Harley-Davidson,FLHX Street Glide,2013,1.7,40000,29750
Car,Kia K3,Kia,K3,2016,1.6,170000,24500
Car,Land Rover Range Rover,Land Rover,Range Rover,2019,3,76000,175100
Car,Land Rover RR Sport,Land Rover,RR Sport,2017,3,109000,86530
Car,Mercedes S 500,Mercedes,S 500,2014,4.7,49600,93500
Car,Mercedes S 580 4MATIC,Mercedes,S 580 4MATIC,2022,3,36800,226100
Car,Toyota Highlander,Toyota,Highlander,2011,3.5,339300,32300
Car,Toyota Vitz,Toyota,Vitz,2014,1.3,38000,15900
Car,Toyota Vitz,Toyota,Vitz,2014,1.3,26000,15900
Car,BMW M5,BMW,M5,2014,4.4,90000,70550
Car,Changan Uni-V,Changan,Uni-V,2024,1.5,0,39100
Car,Chevrolet Captiva,Chevrolet,Captiva,2007,2,287000,15300
Car,Ford Fusion (North America),Ford,Fusion (North America),2017,1.5,78000,21900
Car,GAZ 31105,GAZ,31105,2005,2.4,172000,5800
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2010,1.6,72374,7300
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2007,1.6,53000,4800
Car,Nissan Juke,Nissan,Juke,2015,1.6,152000,22900
Car,Opel Astra,Opel,Astra,2005,1.3,325000,9800
Car,BMW 328,BMW,328,2016,2,150000,33500
Car,Hyundai Accent,Hyundai,Accent,2017,1.6,108000,19500
Car,Nissan Juke,Nissan,Juke,2014,1.6,139000,21900
Car,Nissan Juke,Nissan,Juke,2012,1.6,147000,21500
Car,Toyota Vitz,Toyota,Vitz,2015,1.3,68000,16900
Car,Ford Fusion (North America),Ford,Fusion (North America),2013,1.6,182000,16900
Car,Hyundai i30,Hyundai,i30,2009,1.6,237000,15800
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1990,1.5,99000,4700
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2011,1.5,18300,6800
Car,Mercedes Vito,Mercedes,Vito,2011,3,350000,33900
Car,Toyota RAV4,Toyota,RAV4,2008,2.4,232000,19000
Car,LADA (VAZ) Granta Sport,LADA (VAZ),Granta Sport,2014,1.6,202000,12500
Car,Mercedes E 220 d,Mercedes,E 220 d,1991,2.2,234000,6200
Car,Mercedes GL 550,Mercedes,GL 550,2008,5.5,107000,28500
Car,Toyota Land Cruiser,Toyota,Land Cruiser,2011,4,190000,53550
Car,BMW 760,BMW,760,2003,6,192900,9900
Car,Infiniti QX4,Infiniti,QX4,2000,3.5,285000,12000
Car,Mercedes C 180,Mercedes,C 180,1998,1.8,395000,11000
Car,Mercedes GLS 450 4MATIC,Mercedes,GLS 450 4MATIC,2022,3,0,222000
Car,Audi A6,Audi,A6,2015,2,104000,39100
Car,BMW X5,BMW,X5,2019,3,42000,118830
Car,Jaguar XKR-S,Jaguar,XKR-S,2012,5,31000,84150
Car,Mercedes GLE 350 4MATIC,Mercedes,GLE 350 4MATIC,2021,2,46000,132430
Car,Toyota Prius,Toyota,Prius,2008,1.5,300000,8500
Car,Hyundai Sonata,Hyundai,Sonata,1998,1.8,300000,4500
Car,LADA (VAZ) 2114,LADA (VAZ),2114,2008,1.6,324700,7500
Car,Toyota Camry,Toyota,Camry,2019,2.5,80000,54230
Car,Ford Fusion (North America),Ford,Fusion (North America),2015,2,89000,25450
Car,Volkswagen Passat,Volkswagen,Passat,2002,1.8,350000,6500
Car,Hyundai Sonata,Hyundai,Sonata,2005,2.4,247135,6800
Car,Porsche Panamera,Porsche,Panamera,2018,3,89000,113050
Car,Toyota Prius,Toyota,Prius,2008,1.5,300000,10000
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2007,1.6,80000,6900
Car,Lexus LS 460,Lexus,LS 460,2008,4.6,176000,21500
Car,Ford Transit,Ford,Transit,2006,2.4,500000,13900
Car,Jeep Grand Cherokee,Jeep,Grand Cherokee,2022,2,20400,103700
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1988,1.5,55000,2300
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2014,1.7,150000,9500
Car,Chevrolet Cruze,Chevrolet,Cruze,2012,1.6,250000,12000
Car,Nissan Sunny,Nissan,Sunny,2006,1.6,180000,6600
Car,Mercedes Vito 113,Mercedes,Vito 113,2012,2.2,298000,18900
Car,Opel Astra,Opel,Astra,2006,1.3,262000,9950
Truck,Shacman F3000,Shacman,F3000,2012,9.7,325723,68000
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2012,2.7,174000,45100
Car,Kia K5,Kia,K5,2021,1.6,39000,46900
Car,Mercedes E 290,Mercedes,E 290,1996,2.9,502002,6950
Car,Toyota Sienna,Toyota,Sienna,2021,2.5,26093,93500
Car,Ford Fusion (North America),Ford,Fusion (North America),2016,1.5,321869,17500
Car,Hyundai Matrix,Hyundai,Matrix,2008,1.6,192300,12700
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2016,2,62900,31900
Car,Mitsubishi Outlander,Mitsubishi,Outlander,2008,3,210000,18700
Car,Kia Rio,Kia,Rio,2008,1.5,265000,11800
Car,Mercedes E 200 d,Mercedes,E 200 d,1994,2,750000,7500
Car,Renault Logan,Renault,Logan,2015,1.6,124500,14000
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2019,2.4,46000,46000
Car,Kia Sportage,Kia,Sportage,2011,2,172000,26000
Car,Mercedes 190,Mercedes,190,1990,2.5,350000,6300
Car,Toyota Corolla,Toyota,Corolla,2019,1.6,49000,34900
Car,Tofas Sahin,Tofas,Sahin,2006,1.6,83139,6300
Car,Hyundai Sonata,Hyundai,Sonata,2012,2,122500,20500
Car,Kia Morning,Kia,Morning,2014,1,100000,13800
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2012,1.7,150000,6000
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2015,1.7,73000,15000
Car,Mercedes E 230,Mercedes,E 230,2008,2.5,344000,23500
Car,Hyundai Tucson,Hyundai,Tucson,2015,2,141000,26300
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1984,1.5,99000,3000
Car,Mercedes E 220 d,Mercedes,E 220 d,2006,2.2,346000,21000
