type,name,brand,model,year,engine (l),run (km),price
Car,Ford Fusion (North America),Ford,Fusion (North America),2018,1.5,90300,25300
Car,Hyundai Elantra,Hyundai,Elantra,2015,1.8,115873,23000
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2013,2,193509,30000
Car,Mercedes S 300,Mercedes,S 300,1996,3,199000,21250
Car,Volkswagen Passat,Volkswagen,Passat,2002,1.8,470000,4700
Car,BMW 528,BMW,528,2015,2,160934,31500
Car,BMW 530,BMW,530,2018,2,68000,73100
Car,Kia Rio,Kia,Rio,2020,1.6,108000,23200
Car,Mercedes E 220 d,Mercedes,E 220 d,2015,2.2,128000,44030
Car,Nissan Maxima,Nissan,Maxima,2010,3.5,199000,18900
Truck,ZIL 130,ZIL,130,1987,6,156000,5200
Car,BMW 528,BMW,528,2011,2,247000,24200
Car,Chevrolet Cruze,Chevrolet,Cruze,2013,1.4,206000,16900
Car,Chevrolet Malibu,Chevrolet,Malibu,2019,1.5,86074,21900
Car,Mercedes 612 D,Mercedes,612 D,1997,2.9,472909,19800
Car,Mercedes A 160,Mercedes,A 160,2000,1.6,195150,6200
Car,Mercedes Sprinter 313,Mercedes,Sprinter 313,2006,2.2,290354,25000
Car,Nissan Tiida,Nissan,Tiida,2012,1.5,133000,13300
Car,Tesla Model 3,Tesla,Model 3,2022,0,25000,54020.9
Bike,Vespa GTS 300,Vespa,GTS 300,2023,0.3,0,19999
Bike,Vespa SXL 150,Vespa,SXL 150,2022,0.2,0,3999
Car,Chevrolet Aveo,Chevrolet,Aveo,2007,1.4,208130,10300
Car,Daewoo Gentra,Daewoo,Gentra,2014,1.5,186000,13300
Truck,DAF 105 XF,DAF,105 XF,2010,13,908843,70000
Car,Hyundai Tucson,Hyundai,Tucson,2015,1.7,180000,29900
Car,Jaguar F-Pace,Jaguar,F-Pace,2019,2,58700,70550
Car,Kia Cerato,Kia,Cerato,2020,2,60621,26900
Car,Mercedes E 300,Mercedes,E 300,2018,2,63214,54230
Car,Nissan Qashqai,Nissan,Qashqai,2015,1.6,127000,24900
Truck,GAZ 3302-744,GAZ,3302-744,2008,2.5,250000,24500
Car,Kia Sportage,Kia,Sportage,2015,1.7,52000,29500
Car,Lexus ES 300h,Lexus,ES 300h,2022,2.5,7000,77350
Car,Mercedes C 220 d,Mercedes,C 220 d,2019,2.2,71000,56100
Car,Tofas Sahin,Tofas,Sahin,2005,1.6,254331,6300
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2013,2.7,142300,50660
Car,BMW 328,BMW,328,2012,2,152000,28800
Car,BMW X5,BMW,X5,2007,3,170000,28500
Car,Ford Transit,Ford,Transit,1999,2.5,630000,10800
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2010,1.6,39870,8000
Car,Land Rover Discovery,Land Rover,Discovery,2017,3,135000,59330
Car,Mercedes E 320,Mercedes,E 320,2000,3.2,220000,17500
Car,Mercedes GLS 500 4MATIC,Mercedes,GLS 500 4MATIC,2016,4.7,147000,91630
Car,Porsche Cayenne Turbo,Porsche,Cayenne Turbo,2008,4.8,137584,9000
Car,Ford Explorer,Ford,Explorer,2008,4,155000,19000
Car,Ford Fusion (North America),Ford,Fusion (North America),2020,1.5,33700,27800
Car,Hyundai i30,Hyundai,i30,2017,1.4,37000,24900
Car,Land Rover Range Rover,Land Rover,Range Rover,2017,3,113000,85000
Car,Mercedes Sprinter 316,Mercedes,Sprinter 316,2008,2.2,460500,47800
Car,Seres Aito M9,Seres,Aito M9,2024,1.5,0,154020
Car,Hyundai Elantra,Hyundai,Elantra,2016,2,164958,23800
Car,Infiniti Q50,Infiniti,Q50,2018,2,58000,35530
Car,Kia Cerato,Kia,Cerato,2017,2,127000,24500
Car,Mercedes E 220 d,Mercedes,E 220 d,1999,2.2,452000,10600
Car,Daewoo Gentra,Daewoo,Gentra,2013,1.5,127000,11900
Car,Ford Fusion (North America),Ford,Fusion (North America),2015,1.5,97000,21900
Car,Ford Transit,Ford,Transit,2009,2.4,183222,28900
Car,Kia Sorento,Kia,Sorento,2019,2,36800,51900
Car,Land Rover Range Rover,Land Rover,Range Rover,2013,5,24000,118830
Car,Mercedes C 200,Mercedes,C 200,2001,2,284000,11300
Car,Mitsubishi Airtrek,Mitsubishi,Airtrek,2001,2,258142,9400
Car,Volkswagen Passat,Volkswagen,Passat,2012,2,250000,16500
Car,BMW 328,BMW,328,2016,2,104000,36890
Car,BMW 528,BMW,528,2012,2,222000,25900
Car,Chevrolet Cruze,Chevrolet,Cruze,2011,1.4,175000,12000
Car,Hyundai Palisade,Hyundai,Palisade,2019,2.2,177000,56950
Car,Kia Sportage,Kia,Sportage,2016,1.7,149800,31500
Car,LADA (VAZ) 21099,LADA (VAZ),21099,1992,1.5,111111,3200
Car,Mercedes E 220 d,Mercedes,E 220 d,2015,2.2,156650,38500
Car,Mercedes S 500,Mercedes,S 500,2013,4.7,68400,79390
Car,Toyota Camry,Toyota,Camry,2014,2.5,110000,41650
Car,Toyota Corolla Cross,Toyota,Corolla Cross,2024,2,0,36210
Car,Dodge Ram,Dodge,Ram,2022,3.6,0,144330
Car,Kia Optima,Kia,Optima,2012,2,107000,22500
Car,Kia Rio,Kia,Rio,2013,1.4,175000,18900
Car,Land Rover Range Rover,Land Rover,Range Rover,2018,3,98170,127330
Car,Li Auto L9,Li Auto,L9,2023,1.5,21000,105400
Car,Mercedes E 300 e,Mercedes,E 300 e,2022,2,31000,110500
Car,Mercedes ML 350 4MATIC,Mercedes,ML 350 4MATIC,2015,3,156000,54230
Car,Toyota RAV4,Toyota,RAV4,2016,2.5,237000,42000
Car,BMW 328,BMW,328,2014,2,238000,30500
Car,BMW 530,BMW,530,2018,2,65000,52360
Car,BMW 530,BMW,530,1999,2.9,192000,16000
Car,Chevrolet Malibu,Chevrolet,Malibu,2017,1.5,152000,18800
Car,Ford Transit,Ford,Transit,1997,2.5,215000,12300
Car,Haval H6,Haval,H6,2024,1.5,0,53900
Car,Hyundai Elantra,Hyundai,Elantra,2016,2,58000,23500
Car,Hyundai Tucson,Hyundai,Tucson,2015,1.7,188900,32500
Car,Jeep Compass,Jeep,Compass,2014,2.4,142000,17900
Car,Kia Sportage,Kia,Sportage,2014,2,167000,27400
Car,Land Rover Range Rover,Land Rover,Range Rover,2015,3,195600,78200
Car,Mercedes 190,Mercedes,190,1991,2,385000,4600
Car,Mercedes E 220 d,Mercedes,E 220 d,2009,2.2,187000,24400
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2008,4,239000,31000
Car,BMW 528,BMW,528,2014,2,181000,30500
Car,Fiat Doblo,Fiat,Doblo,2022,1.4,0,53100
Car,Fiat Doblo,Fiat,Doblo,2022,1.4,0,45900
Car,Fiat Doblo,Fiat,Doblo,2023,1.4,0,35400
Car,Fiat Fiorino,Fiat,Fiorino,2024,1.4,0,28700
Car,Ford Mustang,Ford,Mustang,2016,2.3,122000,35530
Car,Hyundai i40,Hyundai,i40,2015,2,78730,26000
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2000,1.6,98000,5000
Car,LADA (VAZ) 2115,LADA (VAZ),2115,2011,1.6,283056,6800
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2018,1.7,49000,15500
Car,Mercedes Vito 111,Mercedes,Vito 111,2008,2.2,252000,22500
Car,Opel Astra,Opel,Astra,2009,1.4,268937,12800
Car,Toyota Corolla Cross,Toyota,Corolla Cross,2024,2,0,42493.2
Car,BMW 528,BMW,528,2016,2,83000,39500
Car,BMW 530,BMW,530,2019,2,58000,62900
Car,BMW X5,BMW,X5,2014,3,81000,65450
Car,Fiat 500,Fiat,500,2023,1.2,0,34100
Car,Fiat Ducato,Fiat,Ducato,2022,2.3,0,127000
Car,Ford Transit,Ford,Transit,2009,2.2,190050,182000
Car,Haval Jolion,Haval,Jolion,2023,1.5,0,44500
Car,Lexus GX 460,Lexus,GX 460,2010,4.6,160000,46240
Car,Mercedes E 250,Mercedes,E 250,2015,2,206900,43350
Car,Mercedes ML 350 4MATIC,Mercedes,ML 350 4MATIC,2010,3.5,232000,25000
Car,Peugeot Partner,Peugeot,Partner,2005,1.4,297000,6500
Car,BMW 328,BMW,328,2014,2,177000,27800
Car,BYD F3,BYD,F3,2012,1.5,400000,8600
Car,Haval H6 GT,Haval,H6 GT,2023,2,0,53900
Car,Haval Jolion,Haval,Jolion,2023,1.5,0,39900
Car,Hyundai Tucson,Hyundai,Tucson,2019,2,92300,37000
Car,Kia Sorento,Kia,Sorento,2018,2,115000,42700
Car,Chevrolet Malibu,Chevrolet,Malibu,2017,1.5,124000,19500
Car,Fiat Doblo,Fiat,Doblo,2022,1.4,0,42300
Car,Ford Explorer,Ford,Explorer,2016,2.3,127500,39500
Car,Ford Transit,Ford,Transit,2009,2.2,169000,22000
Car,GAZ 3105,GAZ,3105,2006,2.4,165000,5800
Car,Kia Forte,Kia,Forte,2021,2,55700,30700
Car,Kia Sportage,Kia,Sportage,2008,2,346750,17800
Car,Land Rover RR Sport,Land Rover,RR Sport,2007,2.7,141000,28560
Car,Lexus LX 470,Lexus,LX 470,2007,4.7,127000,31800
Car,Mercedes E 300,Mercedes,E 300,2016,2,110000,45730
Car,Porsche Panamera 4,Porsche,Panamera 4,2012,3.6,143000,43800
Car,Toyota Camry,Toyota,Camry,2020,2.5,63000,41650
Car,BMW 535,BMW,535,2012,3,135773,28800
Car,Chevrolet Lacetti,Chevrolet,Lacetti,2006,1.6,288000,8000
Truck,DAF 105 XF,DAF,105 XF,2010,13,1207275,58000
Car,Hyundai Sonata,Hyundai,Sonata,2015,2,95000,25500
Car,KG Mobility Musso,KG Mobility,Musso,2023,2.2,0,51700
Car,KG Mobility Rexton,KG Mobility,Rexton,2023,2.2,0,84400
Car,KG Mobility Tivoli,KG Mobility,Tivoli,2023,1.6,0,36400
Car,KG Mobility Torres,KG Mobility,Torres,2023,1.5,0,59700
Car,Land Rover Range Rover,Land Rover,Range Rover,2014,3,170000,76160
Car,Mercedes E 250,Mercedes,E 250,2014,2.2,178000,41140
Car,Mercedes S 350 d,Mercedes,S 350 d,2014,3,123000,68850
Car,Mercedes Sprinter 213,Mercedes,Sprinter 213,2003,2.2,999999,32000
Car,Mitsubishi Pajero,Mitsubishi,Pajero,2006,3,297000,14800
Truck,Muravey Muravey- 2 03,Muravey,Muravey- 2 03,1964,0.2,200000,700
Car,Opel Astra,Opel,Astra,2005,1.4,285633,11200
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2017,2.7,93000,71400
Car,Toyota Prius,Toyota,Prius,2010,1.8,195000,16200
Car,BMW 530e,BMW,530e,2022,2,30000,98430
Car,Ford Fusion (North America),Ford,Fusion (North America),2017,2,96000,27500
Car,Hyundai Accent,Hyundai,Accent,2013,1.6,191300,18500
Car,Hyundai Elantra,Hyundai,Elantra,2015,1.8,187000,23800
Car,Hyundai Tucson,Hyundai,Tucson,2015,2,157000,27500
Car,KG Mobility XLV,KG Mobility,XLV,2023,1.6,0,44000
Car,Mercedes E 220 d,Mercedes,E 220 d,2015,2.2,124000,35530
Car,Volkswagen Passat,Volkswagen,Passat,2012,1.8,200000,14000
Car,Kia Sorento,Kia,Sorento,2019,2.4,23000,38250
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2006,1.6,83200,4900
Car,LADA (VAZ) 2115,LADA (VAZ),2115,2011,1.6,240000,8700
Car,Mercedes 208 D,Mercedes,208 D,1990,2.3,250440,13500
Car,Mercedes E 220 d,Mercedes,E 220 d,2014,2.2,247000,39500
Car,Opel Astra,Opel,Astra,2007,1.8,263628,11500
Car,Toyota Camry,Toyota,Camry,2008,3.5,153000,19800
Car,Chevrolet Cruze,Chevrolet,Cruze,2016,1.4,130000,16900
Car,Dodge Ram,Dodge,Ram,2023,3.6,0,148580
Car,Ford Fusion (North America),Ford,Fusion (North America),2015,1.5,165000,19900
Car,Ford Transit,Ford,Transit,1994,2.5,542555,5400
Car,Hyundai Grand Santa Fe,Hyundai,Grand Santa Fe,2014,2.2,133300,34700
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2014,2,148674,31500
Car,Kia Sportage,Kia,Sportage,2014,2,178000,26300
Car,LADA (VAZ) Priora,LADA (VAZ),Priora,2018,1.6,209000,14800
Car,Mercedes E 300 e,Mercedes,E 300 e,2024,2,2500,175950
Car,Mercedes S 350,Mercedes,S 350,2005,3.5,317000,21800
Car,Mercedes Sprinter 515,Mercedes,Sprinter 515,2008,2.2,186000,35500
Car,Nissan March,Nissan,March,2016,1.2,48200,13900
Car,Nissan Note,Nissan,Note,2016,1.2,40000,17300
Car,Nissan Sunny,Nissan,Sunny,1998,1.4,390000,3300
Car,Opel Astra,Opel,Astra,2004,1.4,336800,9400
Car,Opel Astra,Opel,Astra,2006,1.3,204000,8800
Car,Toyota Camry,Toyota,Camry,2024,2,1800,66300
Car,BMW 530e,BMW,530e,2019,2,36000,72250
Car,BMW X5,BMW,X5,2017,3,94000,72930
Car,Ford Transit,Ford,Transit,2006,2.4,248000,28000
Truck,GAZ 53,GAZ,53,2003,4.2,53000,4100
Car,Hyundai Elantra,Hyundai,Elantra,2022,1.6,20800,36800
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2015,2,168000,34500
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2012,2.4,156000,26200
Car,Kia Sorento,Kia,Sorento,2019,2,110000,46900
Car,Kia Sportage,Kia,Sportage,2013,2,150000,27500
Car,Mercedes C 230,Mercedes,C 230,1998,2.3,201647,15100
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2008,2.7,51000,40000
Car,Chery Tiggo 2 Pro,Chery,Tiggo 2 Pro,2024,1.5,0,27900
Car,Chevrolet Cruze,Chevrolet,Cruze,2011,1.4,250100,12500
Car,Chevrolet Malibu,Chevrolet,Malibu,2020,1.5,81000,22600
Car,Hyundai Elantra,Hyundai,Elantra,2017,2,78000,24900
Car,Kia Sportage,Kia,Sportage,2014,2,151200,26900
Car,Land Rover Range Rover,Land Rover,Range Rover,2016,3,135000,89760
Car,Land Rover Range Rover,Land Rover,Range Rover,2015,3,178645,86700
Car,Mercedes C 230,Mercedes,C 230,1996,2.3,210111,8300
Car,Mercedes C 230,Mercedes,C 230,1998,2.3,430000,11800
Car,Mercedes E 250,Mercedes,E 250,2013,2.2,269000,41990
Car,Nissan X-Trail,Nissan,X-Trail,2008,2.5,180000,17800
Car,Toyota Camry,Toyota,Camry,2012,2.5,177612,27500
Car,Toyota Corolla,Toyota,Corolla,2007,1.4,206300,15800
Car,Ford Mustang,Ford,Mustang,2018,2.3,88000,39950
Car,Hyundai Sonata,Hyundai,Sonata,2014,2,102998,21500
Car,Jeep Wrangler,Jeep,Wrangler,2009,2.8,280000,30000
Car,Kia Optima,Kia,Optima,2017,2,33000,30500
Car,Kia Sorento,Kia,Sorento,2016,2,183000,39500
Car,Kia Sorento,Kia,Sorento,2015,2,211296,36900
Car,Lexus LX 470,Lexus,LX 470,2002,4.7,333000,19900
Car,Mercedes C 220,Mercedes,C 220,1997,2.2,318000,9000
Car,Mercedes C 220 d,Mercedes,C 220 d,1998,2.2,350000,5900
Car,Mercedes C 220 d,Mercedes,C 220 d,1997,2.2,165834,13500
Car,Mercedes C 220 d,Mercedes,C 220 d,1999,2.2,438000,13200
Car,Baic A1,Baic,A1,2014,1.5,170000,11200
Car,Bentley Bentayga,Bentley,Bentayga,2016,6,29700,229500
Car,BMW 318,BMW,318,2002,2,280000,12500
Car,BMW 530e,BMW,530e,2017,2,90000,56950
Car,Chevrolet Camaro,Chevrolet,Camaro,2010,3.6,140100,23900
Car,Chevrolet Cruze,Chevrolet,Cruze,2017,1.4,193121,16500
Car,Ford Fusion (North America),Ford,Fusion (North America),2016,1.5,170000,19300
Car,Hyundai Sonata,Hyundai,Sonata,1998,2,308000,4400
Car,Kia Optima,Kia,Optima,2015,2,113000,25800
Car,Kia Sportage,Kia,Sportage,2009,2,310000,16000
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1991,1.3,68500,4400
Car,Lexus LX 570,Lexus,LX 570,2012,5.7,151000,70550
Car,Opel Vectra,Opel,Vectra,1998,1.6,450000,6400
Car,Opel Zafira,Opel,Zafira,2002,2.2,324000,7800
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2024,2.4,0,152830
Car,Hyundai Grandeur,Hyundai,Grandeur,2015,2.2,130159,30900
Car,Kia Optima,Kia,Optima,2012,2,240000,8000
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2010,1.6,94787,6800
Car,Mercedes E 220 d,Mercedes,E 220 d,2012,2.2,200000,23700
Car,Mercedes G 500,Mercedes,G 500,2018,4,75000,268600
Car,Mercedes GLC 200 4MATIC+ Coupe,Mercedes,GLC 200 4MATIC+ Coupe,2019,2,57000,90100
Car,Toyota Corolla,Toyota,Corolla,2024,1.8,0,37060
Car,Volkswagen Touareg,Volkswagen,Touareg,2020,3,22986,103530
Car,BMW 530,BMW,530,2018,2,106000,56100
Car,Hyundai Accent,Hyundai,Accent,2019,1.6,90000,24800
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2015,2.4,110000,32900
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2015,2,121000,30900
Car,Hyundai Sonata,Hyundai,Sonata,2021,1.6,38000,41000
Car,Hyundai Tucson,Hyundai,Tucson,2015,2,201168,26400
Car,Kia Rio,Kia,Rio,2011,1.4,244000,12300
Car,Opel Astra,Opel,Astra,2008,1.3,196875,10900
Car,Toyota Camry,Toyota,Camry,2008,2.4,145000,21900
Car,Hyundai Elantra,Hyundai,Elantra,2018,1.6,99000,28500
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2006,2.2,377000,18500
Car,Hyundai Sonata,Hyundai,Sonata,2015,2,185000,25900
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2000,1.5,90000,4300
Car,Porsche Cayenne S,Porsche,Cayenne S,2010,4.8,109600,34777
Car,BMW 330e,BMW,330e,2021,2,42000,66300
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2011,1.7,200690,7500
Car,Ravon R2,Ravon,R2,2019,1.3,146500,13800
Car,Chevrolet Cruze,Chevrolet,Cruze,2015,1.4,214673,14300
Car,Hyundai Accent,Hyundai,Accent,2015,1.4,120000,19900
Car,Hyundai Avante,Hyundai,Avante,2008,1.6,307000,16700
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2024,1.7,0,18700
Car,Land Rover Discovery Sport,Land Rover,Discovery Sport,2016,2,148060,37500
Car,Mercedes E 220 d,Mercedes,E 220 d,2015,2.2,99000,38500
Car,Opel Astra,Opel,Astra,2007,1.3,305000,10100
Car,Porsche Cayenne S,Porsche,Cayenne S,2005,3.2,192000,15800
Car,Chevrolet Cruze,Chevrolet,Cruze,2016,1.4,178000,16400
Car,Haval H6,Haval,H6,2022,2,87000,36800
Truck,KamAz 65115,KamAz,65115,2003,11,357000,29500
Car,Li Auto L9,Li Auto,L9,2023,1.5,0,108630
Car,Opel Astra,Opel,Astra,2008,1.4,225000,9999
Car,Toyota Camry,Toyota,Camry,2021,2.5,130357,51850
Car,BMW 328,BMW,328,2016,2,139000,32500
Car,Changan Qiyuan Q05,Changan,Qiyuan Q05,2024,1.5,0,33490
Car,Chevrolet Camaro,Chevrolet,Camaro,2017,2,125000,33150
Car,Chevrolet Cruze,Chevrolet,Cruze,2017,1.6,130000,17300
Car,Chevrolet Cruze,Chevrolet,Cruze,2014,1.4,234000,13400
Car,Chevrolet Cruze,Chevrolet,Cruze,2012,1.4,177000,13000
Car,Hyundai Grandeur,Hyundai,Grandeur,2018,2.4,86000,41500
Car,Hyundai i30,Hyundai,i30,2008,1.6,221800,12800
Car,Kia Rio,Kia,Rio,2020,1.6,53000,23500
Car,Mercedes Vito 115,Mercedes,Vito 115,2008,2.2,434343,24800
Car,Nissan Note,Nissan,Note,2017,1.2,38000,18500
Car,Opel Astra,Opel,Astra,2001,1.6,308000,7800
Car,Porsche Panamera GTS,Porsche,Panamera GTS,2016,4.8,97000,84830
Car,Volkswagen Beetle,Volkswagen,Beetle,2006,2,114000,8900
Car,Audi Q7,Audi,Q7,2023,3,0,123025
Car,Audi Q8 e-tron,Audi,Q8 e-tron,2024,0,0,147075
Car,FAW Tiger VN,FAW,Tiger VN,2024,2.3,0,44500
Car,Honda Accord,Honda,Accord,2023,2,6700,67150
Car,Mercedes G 63 AMG,Mercedes,G 63 AMG,2015,5.5,117000,135150
Car,Wuling Hongguang Mini EV,Wuling,Hongguang Mini EV,2022,0,3200,16000
Car,ZEEKR 007,ZEEKR,7,2024,0,0,68850
Car,Audi A6,Audi,A6,2023,2,0,97125
Car,Audi A8,Audi,A8,2023,4,380,257150
Car,Audi A8,Audi,A8,2024,3,0,216450
Car,Audi Q8,Audi,Q8,2024,3,0,172050
Car,Audi Q8 e-tron,Audi,Q8 e-tron,2023,0,0,101565
Car,Audi Q8 Sportback e-tron,Audi,Q8 Sportback e-tron,2023,0,0,128575
Car,GAZ 3102,GAZ,3102,1998,2.4,157575,5200
Car,Honda Accord,Honda,Accord,2021,2,49000,39900
Car,Hyundai Avante,Hyundai,Avante,2012,1.6,91500,13500
Car,Kia Optima,Kia,Optima,2019,2,108000,32800
Car,Kia Rio,Kia,Rio,2015,1.6,134000,18700
Car,LADA (VAZ) 2115,LADA (VAZ),2115,2011,1.6,222220,7500
Car,LADA (VAZ) Kalina,LADA (VAZ),Kalina,2011,1.4,286000,6500
Car,Land Rover Discovery,Land Rover,Discovery,2010,2.7,298000,31960
Car,Lexus GX 460,Lexus,GX 460,2012,4.6,147931,55318
Car,Mercedes E 200 d,Mercedes,E 200 d,2017,2,104400,71230
Car,Porsche Cayenne GTS,Porsche,Cayenne GTS,2015,3.6,66000,93500
Car,Audi Q5 Sportback,Audi,Q5 Sportback,2023,2,0,101565
Car,BMW 320,BMW,320,2015,2,200000,28000
Car,DongFeng Aeolus Shine Max,DongFeng,Aeolus Shine Max,2023,1.5,0,37900
Car,Ford Fusion (North America),Ford,Fusion (North America),2019,2,52000,38250
Car,Hyundai Elantra,Hyundai,Elantra,2014,1.8,175000,23200
Car,Hyundai Sonata,Hyundai,Sonata,2015,2,83000,28700
Car,Kia Rio,Kia,Rio,2019,1.6,87000,23500
Car,LADA (VAZ) 21099,LADA (VAZ),21099,1994,1.5,100000,3500
Car,Land Rover Range Rover,Land Rover,Range Rover,2023,3,0,387430
Car,Mercedes S 350,Mercedes,S 350,2007,3.5,310000,27200
Car,Mercedes V 220,Mercedes,V 220,2015,2.2,198000,63750
Car,Ford Fusion (North America),Ford,Fusion (North America),2017,1.5,189100,20000
Car,Ford Transit,Ford,Transit,2011,2.4,152000,38400
Car,Hyundai Accent,Hyundai,Accent,2015,1.6,122000,18400
Car,Hyundai Grandeur,Hyundai,Grandeur,2014,2.2,175000,27900
Car,Kia Ceed,Kia,Ceed,2007,1.4,288288,12200
Car,Kia EV5,Kia,EV5,2024,0,0,53550
Car,Kia Rio,Kia,Rio,2007,1.5,270000,11700
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1988,1.5,99988,3600
Car,Mercedes C 180,Mercedes,C 180,1996,1.8,410000,9000
Car,Mercedes Vito 115,Mercedes,Vito 115,2008,2.2,450000,28500
Car,Nissan Qashqai,Nissan,Qashqai,2007,1.5,211000,15000
Car,Porsche Macan,Porsche,Macan,2022,2,9100,107950
Car,Toyota Land Cruiser,Toyota,Land Cruiser,2013,4,84000,61030
Car,BMW 520,BMW,520,1999,2,148500,6400
Car,Ford Tourneo Connect,Ford,Tourneo Connect,2008,1.8,467000,15500
Car,Ford Transit,Ford,Transit,2010,2.4,162000,30900
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2012,2.4,181690,30500
Car,Hyundai Sonata,Hyundai,Sonata,2018,2.4,180000,27800
Car,Kia Sportage,Kia,Sportage,2023,2,1200,53800
Car,LADA (VAZ) 2105,LADA (VAZ),2105,1992,1.5,72881,3300
Car,Land Rover Range Rover,Land Rover,Range Rover,2024,3,0,471843.5
Car,Toyota Sequoia,Toyota,Sequoia,2023,3.5,0,264443.5
Car,Hyundai Elantra,Hyundai,Elantra,2017,2,78050,25200
Car,Hyundai Elantra,Hyundai,Elantra,2015,1.8,136794,21900
Car,Lexus LX 450d,Lexus,LX 450d,2019,4.5,95000,150450
Car,Opel Astra,Opel,Astra,2004,1.4,290000,8500
Car,BMW 740,BMW,740,2019,3,67000,115600
Car,Ford Transit,Ford,Transit,2012,2.2,237000,34800
Car,Ford Transit,Ford,Transit,2012,2.2,215000,29800
Car,GAC Aion Hyper GT,GAC,Aion Hyper GT,2024,0,0,61030
Car,Mercedes E 240,Mercedes,E 240,2000,2.4,19000,17000
Car,Mercedes E 300 e,Mercedes,E 300 e,2024,2,0,169998.3
Car,GAC Aion S,GAC,Aion S,2024,0,0,41500
Car,GAC Aion S Max,GAC,Aion S Max,2024,0,0,47900
Car,GAC Aion Y Plus,GAC,Aion Y Plus,2023,0,0,36000
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2009,2,205000,25000
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1999,1.6,155000,3800
Car,Mercedes C 180,Mercedes,C 180,1997,1.8,410000,8800
Car,Mercedes C 180,Mercedes,C 180,2000,1.8,344371,12000
Car,Opel Astra,Opel,Astra,2005,1.3,447231,10333
Car,Opel Vectra,Opel,Vectra,1998,2,317000,5400
Car,Chevrolet Cruze,Chevrolet,Cruze,2016,1.4,300000,15800
Car,Ford Transit,Ford,Transit,2009,2.2,137000,17000
Car,GWM Hover H5,GWM,Hover H5,2013,2,222800,12000
Car,Hyundai Elantra,Hyundai,Elantra,2020,2,62000,26600
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2022,1.6,16000,63750
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2011,1.6,67000,19900
Car,Land Rover Range Rover,Land Rover,Range Rover,2018,3,79000,118660
Car,Mercedes G 63 AMG,Mercedes,G 63 AMG,2021,4,22000,378343.5
Car,Renault Tondar,Renault,Tondar,2013,1.6,312000,7400
Car,Toyota Camry,Toyota,Camry,2008,2.4,232904,20000
Car,Hyundai Elantra,Hyundai,Elantra,2014,1.8,161000,22800
Van,Karry Dolphin,Karry,Dolphin,2022,0,0,47000
Car,LADA (VAZ) 2104,LADA (VAZ),2104,2006,1.6,187000,5600
Car,Audi A6,Audi,A6,2021,2,22000,76500
Car,BMW 528,BMW,528,2014,2,113000,34000
Car,Dodge Charger,Dodge,Charger,2017,3.6,129000,45000
Car,GWM Hover M2,GWM,Hover M2,2015,1.5,340000,12500
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2011,2.2,230000,25600
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2006,2.2,452000,18300
Car,Hyundai Sonata,Hyundai,Sonata,2014,2,142000,27500
Car,Kia K5,Kia,K5,2015,1.7,188000,24900
Car,Kia Sportage,Kia,Sportage,2011,2,209000,23200
Car,LADA (VAZ) 2114,LADA (VAZ),2114,2011,1.6,287000,8700
Car,Land Rover Range Rover,Land Rover,Range Rover,2015,3,192000,76500
Car,Land Rover RR Sport,Land Rover,RR Sport,2019,2,128000,115600
Car,Mercedes GLE 400 4MATIC,Mercedes,GLE 400 4MATIC,2017,3,23000,80750
Car,Subaru Impreza,Subaru,Impreza,2008,1.5,285000,8000
Car,Toyota Prius,Toyota,Prius,2006,1.5,301000,9300
Car,Toyota Sienta,Toyota,Sienta,2016,1.5,129000,24900
Car,BMW 530e,BMW,530e,2017,2,116000,45560
Car,BMW X6,BMW,X6,2018,3,65000,83300
Car,Hyundai Elantra,Hyundai,Elantra,2024,1.6,0,41500
Car,Hyundai Sonata,Hyundai,Sonata,2024,2,0,63900
